parameter_set,machine_cycle_no,casting_part_label,casting_date,type_1st_phase,s1,v1,s2,v2,vcrit,vi,s3,v3,s4,s_start_braking,vbrake,p0,p1,t1,p2,t2,sol_time,pvac,hf1,hm2,metal,hf2,hf3,f3,f4,hm3,hm4,m4,piston,dichteindex,comment,alloy_si,alloy_fe,alloy_cu,alloy_mn,alloy_mg,alloy_cr,alloy_ni,alloy_zn,alloy_ti,cavity_sensor_data_file,cavity_sensor_trial_folder,cavity_sensor_file_cycle_nr,casting_diagram_file_path,shot_info_file_path,diagnosis_diagram,values_corrected_from_ddm,casting_part_label_matches_machine_cycle,cavity_source_file,cavity_source_rel_path,cavity_match_file_count,cavity_inventory_error,ddm_source_file,ddm_source_rel_path,ddm_file_status,ddm_match_file_count
or2509-019,163,163,2025-09-10,Buehler any,0,0.0,0,0.0,0.2537,3.5,586.1831,1.3,626.1831,699,1.5,300,500,0.07,700,0.09,2,20,190,180,720,210,190,150,150,160,160,120,60,0.0453,Parametric study,11.31,0.762,0.0351,0.33,0.024,0.022,0.0131,0.0337,0.0248,Data\CavitySensors\Sensordata_single_export,250910,68,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_96-172.csv,250910\06_Cavity_Sensors\cycle_data_1_77_shots_96-172.csv,1,,ddm_y_FliesslaengerformBuehler_0163_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0163_ok.xml.gz,ok,1
or2509-019,164,164,2025-09-10,Buehler any,0,0.0,0,0.0,0.2537,3.5,586.1831,1.3,626.1831,699,1.5,300,500,0.07,700,0.09,2,20,190,180,720,210,190,150,150,160,160,120,60,0.0453,Parametric study,11.31,0.762,0.0351,0.33,0.024,0.022,0.0131,0.0337,0.0248,Data\CavitySensors\Sensordata_single_export,250910,69,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_96-172.csv,250910\06_Cavity_Sensors\cycle_data_1_77_shots_96-172.csv,1,,ddm_y_FliesslaengerformBuehler_0164_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0164_ok.xml.gz,ok,1
or2509-019,165,165,2025-09-10,Buehler any,0,0.0,0,0.0,0.2537,3.5,586.1831,1.3,626.1831,699,1.5,300,500,0.07,700,0.09,2,20,190,180,720,210,190,150,150,160,160,120,60,0.0453,Parametric study,11.31,0.762,0.0351,0.33,0.024,0.022,0.0131,0.0337,0.0248,Data\CavitySensors\Sensordata_single_export,250910,70,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_96-172.csv,250910\06_Cavity_Sensors\cycle_data_1_77_shots_96-172.csv,1,,ddm_y_FliesslaengerformBuehler_0165_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0165_ok.xml.gz,ok,1
or2509-020,168,168,2025-09-10,no optimization,180,0.4,440,1.1,0.0,3.5,586.1831,2.8,646.1831,699,0.5,400,400,0.06,600,0.08,8,500,190,180,720,210,190,150,150,160,160,120,60,0.0453,Parametric study,11.31,0.762,0.0351,0.33,0.024,0.022,0.0131,0.0337,0.0248,Data\CavitySensors\Sensordata_single_export,250910,73,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_96-172.csv,250910\06_Cavity_Sensors\cycle_data_1_77_shots_96-172.csv,1,,ddm_y_FliesslaengerformBuehler_0168_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0168_ok.xml.gz,ok,1
or2509-020,169,169,2025-09-10,no optimization,180,0.4,440,1.1,0.0,3.5,586.1831,2.8,646.1831,699,0.5,400,400,0.06,600,0.08,8,500,190,180,720,210,190,150,150,160,160,120,60,0.0453,Parametric study,11.31,0.762,0.0351,0.33,0.024,0.022,0.0131,0.0337,0.0248,Data\CavitySensors\Sensordata_single_export,250910,74,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_96-172.csv,250910\06_Cavity_Sensors\cycle_data_1_77_shots_96-172.csv,1,,ddm_y_FliesslaengerformBuehler_0169_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0169_ok.xml.gz,ok,1
or2509-020,170,170,2025-09-10,no optimization,180,0.4,440,1.1,0.0,3.5,586.1831,2.8,646.1831,699,0.5,400,400,0.06,600,0.08,8,500,190,180,720,210,190,150,150,160,160,120,60,0.0453,Parametric study,11.31,0.762,0.0351,0.33,0.024,0.022,0.0131,0.0337,0.0248,Data\CavitySensors\Sensordata_single_export,250910,75,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_96-172.csv,250910\06_Cavity_Sensors\cycle_data_1_77_shots_96-172.csv,1,,ddm_y_FliesslaengerformBuehler_0170_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0170_ok.xml.gz,ok,1
or2509-021,179,179,2025-09-11,Buehler any,0,0.0,0,0.0,0.3806,3.5,506.1831,2.2,566.1831,689,1.25,200,300,0.05,300,0.09,8,100,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,7,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0179_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0179_ok.xml.gz,ok,1
or2509-021,180,180,2025-09-11,Buehler any,0,0.0,0,0.0,0.3806,3.5,506.1831,2.2,566.1831,689,1.25,200,300,0.05,300,0.09,8,100,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,8,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0180_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0180_ok.xml.gz,ok,1
or2509-021,181,181,2025-09-11,Buehler any,0,0.0,0,0.0,0.3806,3.5,506.1831,2.2,566.1831,689,1.25,200,300,0.05,300,0.09,8,100,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,9,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0181_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0181_ok.xml.gz,ok,1
or2509-022,184,184,2025-09-11,Buehler any,0,0.0,0,0.0,0.38,3.5,506.0,2.2,566.0,689,1.25,200,300,0.05,300,0.09,4,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,12,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,True,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0184_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0184_ok.xml.gz,ok,1
or2509-022,185,185,2025-09-11,Buehler any,0,0.0,0,0.0,0.38,3.5,506.0,2.2,566.0,689,1.25,200,300,0.05,300,0.09,4,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,13,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,True,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0185_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0185_ok.xml.gz,ok,1
or2509-022,186,,2025-09-11,Buehler any,0,0.0,0,0.0,0.38,3.5,506.0,2.2,566.0,689,1.25,200,300,0.05,300,0.09,4,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,14,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,True,False,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0186_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0186_ok.xml.gz,ok,1
or2509-023,190,190,2025-09-11,no optimization,300,0.1,580,0.2,0.0,2.0,586.1831,1.1,686.1831,699,0.5,300,400,0.06,600,0.08,4,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,18,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0190_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0190_ok.xml.gz,ok,1
or2509-023,191,191,2025-09-11,no optimization,300,0.1,580,0.2,0.0,2.0,586.1831,1.1,686.1831,699,0.5,300,400,0.06,600,0.08,4,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,19,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0191_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0191_ok.xml.gz,ok,1
or2509-023,192,192,2025-09-11,no optimization,300,0.1,580,0.2,0.0,2.0,586.1831,1.1,686.1831,699,0.5,300,400,0.06,600,0.08,4,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,20,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0192_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0192_ok.xml.gz,ok,1
or2509-024,196,196,2025-09-11,no optimization,100,0.5,320,1.5,0.0,3.5,586.1831,1.7,646.1831,689,1.0,300,500,0.04,700,0.06,8,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,24,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0196_ok.xml.gz,ok,1
or2509-024,197,,2025-09-11,no optimization,100,0.5,320,1.5,0.0,3.5,586.1831,1.7,646.1831,689,1.0,300,500,0.04,700,0.06,8,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,25,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0197_ok.xml.gz,ok,1
or2509-024,198,198,2025-09-11,no optimization,100,0.5,320,1.5,0.0,3.5,586.1831,1.7,646.1831,689,1.0,300,500,0.04,700,0.06,8,200,190,180,680,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,26,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0198_ok.xml.gz,ok,1
or2509-025,206,206,2025-09-11,Buehler any,0,0.0,0,0.0,0.444,3.5,566.1831,2.2,626.1831,709,1.5,200,300,0.1,300,0.18,16,200,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,34,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0206_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0206_ok.xml.gz,ok,1
or2509-025,208,208,2025-09-11,Buehler any,0,0.0,0,0.0,0.444,3.5,566.1831,2.2,626.1831,709,1.5,200,300,0.1,300,0.18,16,200,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,36,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0208_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0208_ok.xml.gz,ok,1
or2509-025,209,209,2025-09-11,Buehler any,0,0.0,0,0.0,0.444,3.5,566.1831,2.2,626.1831,709,1.5,200,300,0.1,300,0.18,16,200,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,37,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0209_out.xml.gz,ddm_y_FliesslaengerformBuehler_0209_out.xml.gz,out,1
or2509-026,213,213,2025-09-11,no optimization,220,0.2,340,0.4,0.0,4.0,506.1831,0.4,546.1831,699,0.75,400,500,0.04,500,0.1,4,200,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,41,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0213_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0213_ok.xml.gz,ok,1
or2509-026,214,214,2025-09-11,no optimization,220,0.2,340,0.4,0.0,4.0,506.1831,0.4,546.1831,699,0.75,400,500,0.04,500,0.1,4,200,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,42,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0214_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0214_ok.xml.gz,ok,1
or2509-026,215,215,2025-09-11,no optimization,220,0.2,340,0.4,0.0,4.0,506.1831,0.4,546.1831,699,0.75,400,500,0.04,500,0.1,4,200,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,43,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0215_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0215_ok.xml.gz,ok,1
or2509-027,219,219,2025-09-11,no optimization,280,0.2,380,0.3,0.0,2.5,546.1831,2.3,626.1831,689,0.5,400,400,0.07,700,0.11,16,20,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,47,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0219_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0219_ok.xml.gz,ok,1
or2509-027,220,220,2025-09-11,no optimization,280,0.2,380,0.3,0.0,2.5,546.1831,2.3,626.1831,689,0.5,400,400,0.07,700,0.11,16,20,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,48,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0220_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0220_ok.xml.gz,ok,1
or2509-027,221,,2025-09-11,no optimization,280,0.2,380,0.3,0.0,2.5,546.1831,2.3,626.1831,689,0.5,400,400,0.07,700,0.11,16,20,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,49,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0221_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0221_ok.xml.gz,ok,1
or2509-028,225,225,2025-09-11,no optimization,160,0.4,380,0.5,0.0,3.5,566.1831,1.4,606.1831,699,0.75,400,500,0.09,700,0.13,4,50,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,53,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0225_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0225_ok.xml.gz,ok,1
or2509-028,226,226,2025-09-11,no optimization,160,0.4,380,0.5,0.0,3.5,566.1831,1.4,606.1831,699,0.75,400,500,0.09,700,0.13,4,50,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,54,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0226_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0226_ok.xml.gz,ok,1
or2509-028,227,,2025-09-11,no optimization,160,0.4,380,0.5,0.0,3.5,566.1831,1.4,606.1831,699,0.75,400,500,0.09,700,0.13,4,50,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,55,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,False,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0227_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0227_ok.xml.gz,ok,1
or2509-029,233,233,2025-09-11,Buehler any,0,0.0,0,0.0,0.2537,4.0,566.1831,3.1,666.1831,689,1.5,400,500,0.07,800,0.17,4,500,190,180,700,210,190,150,150,160,160,120,60,0.0755,Parametric study,11.42,0.744,0.0355,0.315,0.0235,0.0203,0.0134,0.0338,0.0244,Data\CavitySensors\Sensordata_single_export,250911,61,Data\ddm\ddm_y_FliesslaengerformBuehler_MachineCycleNo_pw.xml.gz,Data\dwa\dwa_y_FliesslaengerformBuehler_MachineCycleNo_pw.txt,Data\ddd\ddd_y_TIMESTAMP_FROM_DWA.xml.gz,False,True,cycle_data_1_77_shots_173-249.csv,250911\06_Cavity_Sensors\cycle_data_1_77_shots_173-249.csv,1,,ddm_y_FliesslaengerformBuehler_0233_ok.xml.gz,ddm_y_FliesslaengerformBuehler_0233_ok.xml.gz,ok,1
