collection,source_rel_path,filename,file_status,curve_index,short_name,long_name,unit,samples,duration_s,min,max,mean,sample_columns,curve_metadata_keys
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,2,s L     a,die position,[mm],2887,80.0,0.0,990.6,428.277727745064,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,3,p L     a,closing pressure,[bar],1785,80.0,1.0,197.0,107.47114845938376,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,4,s I     a,Plunger stroke,[mm],2250,80.0,0.0,763.5,302.68445644444444,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],464,80.0,-0.04,3.56,1.060905172413793,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2350,80.0,0.0,394.0,268.14212765957444,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1386,80.0,-3.0,162.0,116.0079365079365,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1603,80.0,2.0,234.0,122.61759201497193,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],433,80.0,116.0,136.0,126.15256120092378,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,10,s E     a,ejector stroke,[mm],577,80.0,-0.9,15.2,0.9934280762564993,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],209,80.0,952.0,954.0,953.0434641148325,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],19,80.0,208.0,220.0,214.31578947368422,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134706.xml.gz,ddd_y_250911134706.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],918,80.0,208.0,1334.0,757.9869281045752,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,0,p Soll,Nominal pressure,[bar],244,80.0,3.0,210.0,138.34426229508196,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,1,p Sys   a,System pressure,[bar],1927,80.0,0.0,180.0,107.48832381940841,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,2,s L     a,die position,[mm],2911,80.0,0.0,990.6,424.8075231879079,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,3,p L     a,closing pressure,[bar],2143,80.0,0.0,196.0,104.87206579561362,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,4,s I     a,Plunger stroke,[mm],2246,80.0,0.0,763.5,302.1647373107747,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],450,80.0,-0.04,3.54,1.1161777777777777,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2166,80.0,0.0,392.0,263.2631578947368,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1332,80.0,-3.0,161.0,115.53078078078079,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1808,80.0,2.115,233.0,119.63059457964602,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],522,80.0,116.0,136.0,128.69731800766283,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,10,s E     a,ejector stroke,[mm],305,80.0,-0.9,14.6,2.3803901639344263,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],259,80.0,952.0,956.0,953.0492895752895,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],18,80.0,228.0,242.0,238.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911134910.xml.gz,ddd_y_250911134910.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],891,80.0,230.0,1426.0,701.5365589225589,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,0,p Soll,Nominal pressure,[bar],241,80.0,3.0,210.0,137.90041493775934,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,1,p Sys   a,System pressure,[bar],1717,80.0,0.0,169.0,109.53232382061735,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,2,s L     a,die position,[mm],2893,80.0,0.0,990.589,427.6251603871414,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,3,p L     a,closing pressure,[bar],1928,80.0,1.0,197.0,107.65767634854772,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,4,s I     a,Plunger stroke,[mm],2256,80.0,0.0,764.0,304.15760859929077,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],478,80.0,-0.04,3.53,1.0660020920502091,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2298,80.0,0.0,372.0,267.21322889469104,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1080,80.0,-3.0,160.0,112.51388888888889,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1503,80.0,2.167,232.0,128.43790219560879,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],585,80.0,116.0,136.0,128.35897435897436,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,10,s E     a,ejector stroke,[mm],422,80.0,-0.9,14.9,1.4585450236966826,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],252,80.0,952.0,956.0,953.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],15,80.0,256.0,266.0,261.2,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135114.xml.gz,ddd_y_250911135114.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],968,80.0,250.0,1428.0,763.1053719008264,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,0,p Soll,Nominal pressure,[bar],249,80.0,3.0,210.0,138.7991967871486,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,1,p Sys   a,System pressure,[bar],3064,80.0,1.0,182.0,113.2813315926893,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,2,s L     a,die position,[mm],3195,80.0,0.0,990.6,388.6835993740219,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,3,p L     a,closing pressure,[bar],2258,80.0,0.0,197.0,108.2422497785651,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,4,s I     a,Plunger stroke,[mm],2244,80.0,0.0,763.5,302.2404398395722,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],457,80.0,-0.04,3.63,1.089297592997812,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2189,80.0,0.0,400.0,266.0269529465509,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1081,80.0,-3.0,165.0,115.30342275670675,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1779,80.0,2.0,237.0,127.06857785272625,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],515,80.0,120.0,142.0,132.3029126213592,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,10,s E     a,ejector stroke,[mm],145,80.0,-0.9,15.2,6.46908275862069,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],23,80.0,952.0,954.0,953.0434782608696,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],17,80.0,274.0,288.0,283.1894117647059,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135336.xml.gz,ddd_y_250911135336.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],1056,80.0,274.0,1426.0,766.3977272727273,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,0,p Soll,Nominal pressure,[bar],279,80.0,3.0,210.0,130.69175627240142,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,1,p Sys   a,System pressure,[bar],2472,80.0,0.0,181.0,98.74393203883496,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,2,s L     a,die position,[mm],3086,80.0,0.0,990.6,402.3042449773169,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,3,p L     a,closing pressure,[bar],2502,80.0,1.0,199.0,105.6642685851319,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,4,s I     a,Plunger stroke,[mm],3426,80.0,0.0,764.0,331.18199065966144,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],492,80.0,-0.36,4.37,0.759959349593496,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2461,80.0,0.0,580.0,444.4945144250305,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1153,80.0,-4.0,173.0,106.93321769297485,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1833,80.0,2.0,239.0,98.42880523731587,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],488,80.0,118.0,140.0,131.35048975409836,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,10,s E     a,ejector stroke,[mm],225,80.0,-0.9,15.1,6.902666666666666,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],31,80.0,952.0,954.0,953.2258064516129,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],43,80.0,188.0,210.0,197.90367441860465,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135546.xml.gz,ddd_y_250911135546.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],1091,80.0,200.0,1396.0,742.6636113657195,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,0,p Soll,Nominal pressure,[bar],271,80.0,3.0,210.0,129.7047970479705,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,1,p Sys   a,System pressure,[bar],2002,80.0,0.0,173.0,97.97202797202797,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,2,s L     a,die position,[mm],2884,80.0,0.0,990.6,428.6352288488211,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,3,p L     a,closing pressure,[bar],1606,80.0,1.0,197.0,103.0,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,4,s I     a,Plunger stroke,[mm],3439,80.0,0.0,764.0,333.137394591451,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],488,80.0,-0.37,4.14,0.8059426229508196,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2632,80.0,0.0,557.0,440.9357902735562,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1166,80.0,-3.0,163.0,105.27478473413379,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,8,p I.2   a,Injection cylinder secondary,[bar],1855,80.0,2.0,236.0,106.32830188679246,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,9,p N Acc a,nitrogen pressure accu,[bar],648,80.0,118.0,136.0,130.58024691358025,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,10,s E     a,ejector stroke,[mm],297,80.0,-0.9,15.1,5.088609427609428,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,11,p Atm   a,Ambient pressure,[mbar],37,80.0,952.0,954.0,953.1891891891892,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,12,p Vac T a,Vacuum tank pressure,[mbar],13,80.0,198.0,208.0,203.3946923076923,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135750.xml.gz,ddd_y_250911135750.xml.gz,,13,p VacD2 a,VacD2: Vacuum pressure moving platen,[mbar],880,80.0,202.0,1392.0,766.0090909090909,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,0,p Soll,Nominal pressure,[bar],271,80.0,3.0,210.0,129.7047970479705,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,1,p Sys   a,System pressure,[bar],3592,80.0,0.0,172.0,104.58212694877506,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,2,s L     a,die position,[mm],2887,80.0,0.0,990.493,428.97474644960164,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,3,p L     a,closing pressure,[bar],1528,80.0,0.0,198.0,103.3913612565445,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,4,s I     a,Plunger stroke,[mm],3457,80.0,0.0,764.0,334.51287243274516,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,5,v I     a,Casting cylinder velocity,[m/s],492,80.0,-0.37,4.06,0.7544186991869919,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,6,p IM    a,Metal pressure: actual,[bar],2461,80.0,0.0,560.0,436.68427468508736,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
ddd,ddd\ddd_y_250911135954.xml.gz,ddd_y_250911135954.xml.gz,,7,p I.1   a,casting cyl. primary,[bar],1336,80.0,-4.0,163.0,109.26422155688623,CAdtIdx; time_s; time_us; value,color; fractionalDigitsY; longText; objectNumber; objectSVname; offsetY; scaleY; shortText; signalType; unitText
